Nr.;Anrede;Vorname;Nachname;Geburtsdatum;Straße;Hausnummer;Postleitzahl;Stadt;Telefon;Mobil;EMail;Eintragsdatum
800;Herr;Dankmar;Schimmer;;Unter der Hub;124 b;91217;Hersbruck;09151/17693049;0155/2184575;dankmar-schimmer@private.none;31.12.1924
801;Frau;Sigtraud;Eurich;;Keplerstraße;191;94078;Freyung;;;;24.10.2016
802;Herr;Degenhard;Hövel;03.11.1992;Kluftenbäume;116;55608;Bergen;06752/67136646;0168/3011815;;24.04.2023
803;Herr;Borromäus;Deuerling;;Pfalzdorfer Straße;1;55566;Kirschroth;06751/3613375;0164/6730391;b_deuerling@web.none;14.08.2009
804;Herr;Alhard;Kelley;09.11.2015;Betzelseifen;132;24799;Christiansholm;04339/13688884;;alhard_15@domain.none;13.08.2022
805;Herr;Wolfhart;Jungnickel;;Bleichenweg;144;39638;Kloster Neuendorf;;0155/7163977;wolfhartjungnickel@open-mail.none;18.03.1920
806;Herr;Rudolf;Speicher;;Strutweg;161;85080;Gaimersheim;08458/5048146;0173/8568670;;22.10.1989
807;Frau;Berta;Röber;;Buchenring;25;89081;Ulm;0731/60187333;0161/5328295;b-roeber@validmail.none;19.03.2023
808;Frau;Anneheide;Rosenberger;;Rödiger Straße;112;41516;Grevenbroich;;0169/9859895;a-rosenberger@justmail.none;12.02.2014
809;Herr;Bartosch;Leinen;;Billerbeckstraße;185;55237;Bornheim;06734/65777221;0169/7532136;bleinen@funmail.none;07.10.1992
810;Frau;Leona;Abraham;;Schmelzstraße;92;24220;Schönhorst;04347/25418579;0169/6937258;labraham@open-mail.none;18.02.1941
811;Herr;Heinzpeter;Diemer;;Solinger Straße;50;25727;Krumstedt;04832/7299201;;heinzpeter.diemer@private.none;01.12.1930
812;Herr;Odilo;Bücker;;Kaulbachstraße;19c;56414;Herschbach;06435/304866;0175/7932574;odilo.buecker@ultramail.none;28.08.2021
813;k.A.;Almute;Wißmann;15.06.1989;Im Freundsborn;165;55237;Bornheim;06734/19456055;;almute.wissmann@bestmail.none;01.03.2011
814;Frau;Annekristin;Weniger;;Fauviller Ring;46;90530;Wendelstein;09129/96142705;0165/2258786;annekristin.weniger@live-mail.none;24.07.2021
815;Frau;Joana;Fix;;Arnoldystraße;11;66989;Nünschweiler;;0157/2315318;jfix@xyz.none;19.11.1939
816;Herr;Tim;Sokoll;;Egmondstraße;182;86978;Hohenfurch;08861/35733985;0179/2271336;;22.04.2009
817;Frau;Birkhild;Schwemmer;;Zur Hainbuche;140;47443;Moers;02841/33837219;0162/4365721;birkhild09@domain.none;23.12.1964
818;Frau;Gundel;Pfister;;Alexander-von-Humboldt-Straße;161;38350;Helmstedt;05351/34165623;0173/9229383;gundelpfister@private.none;18.03.2023
819;Herr;Eckard;Mensing;;Reinharzstraße;113;56412;Daubach;;0168/9336650;;03.03.2023
820;Herr;Fynn;Napp;;Kernstraße;124;66500;Mauschbach;06338/52400407;0164/3780214;fynn_napp@xyz.none;16.07.2022
821;Herr;Marko;Kleinmann;;Im Hamm;158;56814;Illerich;02653/45378934;;marko_kleinmann@company.none;03.11.2022
822;Frau;Aloysia;Lemberger;20.04.1905;Eulgemer Straße;129;24214;Tüttendorf;04346/47741782;0157/6825801;;24.08.1964
823;Herr;Eckhard;Zoellner;;Bouraueler Straße;178;85122;Hitzhofen;08458/38985213;;;31.10.2020
824;Frau;Alheidis;Röse;;Danklstraße;159;25551;Winseldorf;04826/6152294;0157/6061768;a-1916@inter-mail.none;12.04.1993
825;Herr;Kuno;Falck;;Billerbeckstraße;112;37574;Einbeck;05561/4955581;0164/6703397;kuno-falck@domain.none;13.08.1949
826;Herr;Helfried;Trinkl;;Industriering;139;52078;Aachen;0241/72937805;;;13.10.1983
827;Herr;Oswald;Heynen;;Adolf-Braun-Straße;149;51469;Bergisch Gladbach;02202/61722119;;;15.10.2020
828;Frau;Clementine;Hammond;;Eifelblick;62;55777;Berschweiler;06783/95242027;;;26.05.2020
829;Frau;Sigunde;Keul;11.02.1986;Schilfweg;54;56357;Buch;06772/11157979;0154/9938846;sigundekeul@spam-mail.none;10.09.1993
830;Herr;Helgomar;Ide;;Bildstöckleweg;141;57520;Friedewald;02743/45422137;0165/8376543;;25.10.1950
831;Herr;Trutz;Friedrichs;;Am Bergacker;123;25524;Bekmünde;04821/12759058;0162/3278696;trutz-friedrichs@open-mail.none;06.07.2012
832;Herr;Irminfried;Fabig;;Rübezahlweg;187;55278;Dexheim;06133/44179852;0178/2722739;;13.08.2020
833;Frau;Hilde;Blöcher;;Alter Schulweg;75;73553;Alfdorf;07172/19079332;0164/6338178;hilde.bloecher@justmail.none;03.09.2016
834;Herr;Vollrath;Kasten;04.05.1908;Skagerrakstraße;76;25491;Hetlingen;04103/75937794;0162/2523773;vollrath_kasten@hoster.none;01.08.1953
835;Herr;Gerd;Erbe;;Preußenstraße;54;48249;Dülmen;02594/73646399;0162/4139395;gerd_erbe@net-mail.none;22.10.1968
836;Frau;Elia;Barnett;;Bagnostraße;48;67724;Höringen;06302/61741238;0168/6025999;elia.2021@retromail.none;22.10.2021
837;Frau;Anka;Hit;25.03.1942;Heisterweg;181;37079;Göttingen;0551/71826895;0150/1845484;;27.09.1967
838;Frau;Alheidis;Elbert;;Scheddebrock;179;35638;Leun;06473/52010899;0172/6374463;alheidis-elbert@inter-mail.none;09.04.2007
839;k.A.;Käte;Artmann;01.11.2021;Eickenbeck;196;56291;Bickenbach;06747/3567017;;kaete_artmann@domain.none;17.05.2023
840;Herr;Dirk;Ehlers;02.07.1980;Steinsbergstraße;96;92720;Schwarzenbach;09644/21703665;0163/5841688;;04.05.2008
841;Herr;Ringo;Grüneberg;;Langobardenstraße;92;40668;Meerbusch;02132/92934563;;ringo.grueneberg@validmail.none;25.06.1943
842;Frau;Ingelotte;Heckert;;Hirzenhainer Straße;164;37445;Walkenried;05525/79064432;0156/2116851;;20.12.1944
843;Frau;Antonie;Strehl;26.03.1940;Pfaffenhausener Straße;113;86911;Dießen am Ammersee;08807/54103529;0172/6351835;antoniestrehl@spam-mail.none;31.12.1945
844;Frau;Gerdhilde;Rombach;16.03.1904;Am Friedhof;127;56237;Oberhaid;02623/98118692;0150/5860924;gerdhilderombach@trashmail.none;10.11.1924
845;Frau;Steffie;Pütter;;Lahn-Eder-Straße;112b;54518;Minheim;06507/3157593;0178/8275942;steffie.puetter@funmail.none;04.10.1995
846;Herr;Florian;Wessling;;Fraukircher Straße;121;63697;Hirzenhain;06045/38571924;0170/5587022;f.wessling@inter-mail.none;11.10.2009
847;Herr;Herrmann;Grandt;;Rohrbachstraße;44;55758;Breitenthal;06785/2649484;0165/9799005;herrmann-grandt@email.none;31.10.2020
848;Frau;Feli;Helle;19.10.1931;Kiebitzstraße;142;24796;Bredenbek;;;f_helle@private.none;25.07.2013
849;Frau;Margreth;Bechler;;Rautenstraße;84;56379;Weinähr;02604/14525199;0169/1693912;;01.03.2012
850;Herr;Sonnfried;Schlömer;;Am Galgenberg;16;55237;Flonheim;06734/27611850;;;05.03.1923
851;Herr;Alrik;Hofstetter;;Auf dem Kornfeld;97;38528;Adenbüttel;05304/89765133;0178/2672612;;29.09.2013
852;Frau;Ursula;Henke;;Hacklenburg;74;84378;Dietersburg;08565/59747472;0156/5519596;ursula.henke@mymail.none;30.11.2006
853;Herr;Christophorus;Hof;17.02.1960;Reuterstraße;137;37649;Heinsen;05535/8714524;0179/5785143;c_hof@quickmail.none;10.01.2006
854;k.A.;Dietgar;Volkmer;;Weilautstraße;74;51645;Gummersbach;02261/17327749;;dietgar.05@hoster.none;13.08.1911
855;Frau;Peggy;Rack;;Dülmener Straße;72;49688;Lastrup;;;peggy.14@web.none;13.03.1948
856;Herr;Heinrich;Pohl;08.01.1968;Klappergasse;67;23896;Walksfelde;04543/82308316;0158/8851930;heinrich_pohl@open-mail.none;08.06.1993
857;Herr;Thorsten;Hauck;;Wambachstraße;185;55490;Henau;06763/85682087;0162/9115803;thorsten.hauck@goggle-mail.none;02.08.2019
858;Herr;Kuno;Wilhelms;;Mohlenweg;102;27574;Bremerhaven;0471/2409500;0170/6321093;k.10@private.none;17.04.2013
859;Herr;Matti;Kott;;Eichhofstraße;57;24991;Großsolt;04634/81833982;0159/8999562;matti_kott@email.none;08.03.1984
860;Herr;Werner;Würfel;10.07.1988;Franz-Schubert-Straße;94;61476;Kronberg;06173/4139144;0162/4086557;w_88@funmail.none;17.01.2013
861;Herr;Alhard;Claassen;;Wagenweg;185;21483;Krukow;04153/89717727;0152/2575006;a-claassen@company.none;29.03.2018
862;Herr;Osmund;Deuerling;;Albert-Schweitzer-Straße;23;73489;Jagstzell;;0163/3533705;osmund.deuerling@bestmail.none;07.04.2012
863;Herr;Falkmar;Hamer;;Hollerer Straße;117;74343;Sachsenheim;07147/13068070;0171/1727958;falkmar.hamer@private.none;24.10.1997
864;k.A.;Burkard;Verhoeven;;Schönangerstraße;156;29587;Natendorf;05806/61181054;0153/8331944;;24.05.1933
865;k.A.;Rudolfina;Platte;;Mosen;70;39638;Kassieck;03907/41595280;0159/2233048;r.platte@goggle-mail.none;20.02.2023
866;Frau;Alheide;Weiße;;Am Urnenfeld;94;55457;Gensingen;06727/90321946;;a_weisse@live-mail.none;20.12.1965
867;Herr;Leonard;Humbert;24.02.1932;Bentheimer Straße;160;24794;Borgstedt;04356/76117040;;leonard_humbert@company.none;14.08.1991
868;Frau;Gundel;Först;;Meinhardingstraße;100;23795;Negernbötel;04551/92329655;0170/7416858;gundel-02@xyz.none;09.04.2023
869;Frau;Rommy;Hicks;;Unkeler Straße;67;70192;Stuttgart;0711/7778741;0151/4286508;rommy-hicks@company.none;24.11.1996
870;k.A.;Dahlia;Jobst;;Trierer Straße;171;25337;Elmshorn;;;d.2021@retromail.none;22.01.2022
871;Herr;Martin;Lorch;;Bochumer Landstraße;85;24363;Holtsee;04357/57515246;0159/3332018;m.lorch@goggle-mail.none;21.11.1989
872;Herr;Rembert;Ecke;;Im Schild;117;45128;Essen;0201/73110122;0156/8326169;rembert_ecke@mymail.none;13.04.2023
873;k.A.;Dustin;Städtler;;Birkeshöhstraße;8;14109;Steglitz-Zehlendorf;;;dustin_staedtler@ultramail.none;15.11.1933
874;Frau;Stephania;Nowitzki;;Auf dem Schamberg;101;82335;Berg;08151/78855793;0161/8780790;stephanianowitzki@trashmail.none;13.01.2005
875;Herr;Uve;Hanel;03.05.1973;Queter;164;56412;Holler;;;uve_73@domain.none;04.04.2020
876;Herr;Oswin;Kahn;;Leberstraße;153;88171;Weiler-Simmerberg;08387/20946759;;oswin_kahn@xyz.none;18.06.2000
877;Frau;Richarda;Seiwert;;Poggenbrook;44;67678;Mehlingen;06303/93325655;0161/8421468;richarda_seiwert@inter-mail.none;27.08.2015
878;Frau;Elgine;Walsh;;Zur Bleiche;2 b;23560;Lübeck;;0162/8620175;elgine_1905@quickmail.none;20.01.1975
879;Herr;Frowin;Stang;;Oberbachstraße;114 b;54668;Peffingen;06525/50498018;0178/3567043;frowin.stang@private.none;05.08.2019
880;Herr;Sigolf;Witzmann;12.07.1911;Untergasse;20;34454;Bad Arolsen;05691/22525635;;s.witzmann@net-mail.none;18.02.1950
881;Herr;Wilhardt;Tessmann;;Hambucher Straße;147;56477;Nister-Möhrendorf;02661/55148173;0164/7788237;wilhardttessmann@funmail.none;22.06.2004
882;Herr;Nils;Ruschke;;Emsdettener Straße;17;78662;Bösingen;;;n-35@funmail.none;13.07.1960
883;Frau;Giseltraud;Nieland;;Ferndorfer Straße;195;67167;Erpolzheim;06353/90891390;;g_nieland@domain.none;04.11.2016
884;Frau;Luna;Schwanke;29.08.1917;Berliner Ring;115;57539;Roth;;;l1917@net-mail.none;23.01.1926
885;Herr;Gunnar;Seelig;;Flurenwende;143;86756;Reimlingen;09081/13648685;0160/4363251;;24.04.2022
886;k.A.;Sina;Seebacher;05.05.1979;Rothenburger Straße;9;73660;Urbach;07181/90816613;0171/8268329;;06.02.1981
887;Frau;Loreliese;Görres;;Hein-Saß-Weg;38;67273;Herxheim am Berg;;;;17.07.1995
888;Herr;Ian;Weber;;Am Erbel;181;91186;Büchenbach;09171/12603504;0177/5641334;i-1941@anymail.none;21.07.1983
889;Frau;Charlotte;Kalisch;;Im Moorkamp;18;25938;Alkersum;04681/36808398;0169/2787937;charlotte_kalisch@company.none;14.12.2000
890;Herr;Folkhard;Brocke;16.06.1953;Dierdorfer Straße;58;41836;Hückelhoven;;0160/6887004;folkhard-brocke@funmail.none;25.08.1962
891;Frau;Trixi;Bönsch;;Huf;142;57520;Langenbach;02661/50240571;0164/4196363;trixi.boensch@private.none;05.02.2002
892;k.A.;Theresa;Gaß;;Werkstraße;60;83737;Irschenberg;08025/21526042;0169/9311692;theresa.gass@justmail.none;06.04.2010
893;Frau;Gretl;Senger;;Garzweiler Allee;101;82319;Starnberg;08151/31003084;;gretl-senger@company.none;20.04.1961
894;Herr;Luc;Tögel;;Am Domberg;159;48480;Spelle;05977/61445934;0165/9147349;l_toegel@goggle-mail.none;21.11.2015
895;Herr;Waldfried;Mersmann;;Rosenhof;85;24897;Ulsnis;04641/81710972;0160/3612348;waldfriedmersmann@xyz.none;28.11.1996
896;Herr;Sonnfried;Deschner;;Pfarrau;105;66909;Krottelbach;06383/61849714;0158/7949105;sonnfried_deschner@xyz.none;02.03.1970
897;Herr;Marko;Siemon;;Am Heidchen;197;42115;Wuppertal;;0174/3300351;m-siemon@quickmail.none;25.04.2019
898;Herr;Gerwald;Trummer;;Grube-Nassau-Straße;145;69250;Schönau;06228/72005684;0172/5540144;gerwald_1956@retromail.none;25.07.2021
899;k.A.;Roselene;Jentsch;;An den Buchen;93;09111;Chemnitz;0371/96199675;0153/6322071;roselene-jentsch@hoster.none;15.10.2011
900;Herr;Roselius;Neitzel;23.07.2001;Vonsbach;43;54558;Mückeln;06592/9288807;0156/4877697;rneitzel@funmail.none;06.08.2022
901;k.A.;Marbod;Brumm;;Bröhlstraße;127;80799;München;089/10579029;;marbod.44@open-mail.none;24.05.1979
902;Herr;Klausdieter;Koglin;;Am Rott;131;85653;Aying;08095/65427498;0154/2342251;klausdieter.koglin@bestmail.none;24.12.2014
903;Frau;Klotilde;Gruber;;Lynarstraße;78;54422;Börfink;;;klotilde.gruber@kitty.none;09.12.2013
904;k.A.;Freya;Hüppe;;Heidenstraße;3;44581;Castrop-Rauxel;02305/30266872;0178/9272339;;14.12.1923
905;Herr;Ottokar;Wappler;20.11.1971;Bielefelder Straße;164;23558;Lübeck;0451/57729051;0156/4074857;ottokarwappler@funmail.none;25.07.2017
906;Frau;Resel;Ahmad;;Im Acker;60;35102;Lohra;06462/29544734;0166/6090477;resel-ahmad@private.none;04.04.1984
907;Herr;Heinzjörg;Vick;;Auf der Bach;14;42279;Wuppertal;0202/96862916;0170/3650297;heinzjoerg1905@domain.none;18.10.2018
908;k.A.;Clarissa;Rosenau;;Am Keltenring;35;54314;Schömerich;06589/99203473;0150/4663526;crosenau@spam-mail.none;01.11.1983
909;Herr;Holmer;Mücke;;Eschenbrender Straße;167;56477;Waigandshain;02664/3636334;;;18.11.2008
910;Frau;Isabell;Rindfleisch;;Essener Straße;153;66119;Saarbrücken;0681/90210720;0158/9023954;;05.06.2009
911;Frau;Sarah;Erl;;Zumriederstraße;38;17498;Levenhagen;03834/68367257;0165/6860366;sarah-erl@net-mail.none;27.11.2021
912;Herr;Eckardt;Finn;;Hartstraße;111;54570;Meisburg;;0151/4195684;e-finn@xyz.none;05.05.2023
913;Frau;Eli;Trappe;;Helle;80;25704;Wolmersdorf;;0175/6659892;eli-trappe@retromail.none;16.08.2010
914;Frau;Gundhilde;Kuske;05.09.1963;Kastorstraße;70;94566;Sankt Oswald-Riedlhütte;08552/50033334;;gundhilde-kuske@open-mail.none;11.05.2013
915;Herr;Siegenot;Carsten;08.06.1922;Linger Weg;29;78199;Bräunlingen;07707/46634581;0171/6164086;;16.10.1935
916;Herr;Ronny;Wischnewski;;Riedweg;4;21339;Lüneburg;04131/21628451;0165/9415720;r_wischnewski@inter-mail.none;14.03.2022
917;Frau;Matilda;Ray;19.02.1925;Rurstraße;84;56283;Beulich;;0167/9710664;m-ray@mymail.none;29.07.2016
918;Herr;Sylvius;Hartkopf;;Meyerstraße;196;54597;Duppach;06591/10228010;0170/9213632;sylvius.hartkopf@open-mail.none;06.10.1966
919;k.A.;Friedliese;Steenken;15.06.1946;Heinrich-Schlusnus-Straße;93;53940;Hellenthal;02482/32699910;0154/6604157;friedliese-1946@kitty.none;17.12.1953
920;Frau;Jolante;Kreuter;;Knappensiedlung;88;71706;Hardthof;07145/62914124;0162/4953244;j_kreuter@mymail.none;11.08.2012
921;Herr;Janfried;Isenberg;15.10.2010;Linderner Straße;171;67433;Neustadt an der Weinstraße;06321/27946538;0160/1298439;janfried.isenberg@company.none;19.12.2014
922;Herr;Leon;Siegel;;Regentenstraße;106;35104;Lichtenfels;05636/97121872;0168/5006300;l_siegel@net-mail.none;11.12.2016
923;Herr;Heinfried;Spangenberg;01.05.1916;Auf dem Rott;160;55234;Bechenheim;06736/28398189;0152/4209589;;29.09.1988
924;Frau;Regelindis;Gödecke;;Lind;150;27419;Wohnste;04282/44778238;0162/1278488;regelindis_goedecke@inter-mail.none;27.03.2018
925;Herr;Wiglaf;Saager;27.01.1923;Marienburger Straße;198;36284;Hohenroda;;0154/8546409;;04.06.1931
926;Herr;Dittmar;Frische;;Lochnerstraße;92;24146;Kiel;0431/24517291;0175/6119565;dittmar.1923@email.none;13.01.1955
927;Herr;Theo;Dettmer;;Goldkäferweg;32;34286;Spangenberg;05663/28863323;0162/1895912;theo_dettmer@bestmail.none;27.03.1996
928;Herr;Steph;Oettinger;;Thielkeskamp;2;82491;Grainau;;0158/2595464;;12.11.2004
929;k.A.;Rosina;Riechmann;;Menzelstraße;143;25832;Tönning;04861/68187192;0155/9836088;rosina.1989@kitty.none;02.05.2016
930;Herr;Laurenz;Rasp;;Fritz-Volbach-Straße;183;69124;Heidelberg;06221/80467697;;l_rasp@bestmail.none;29.03.2020
931;Frau;Gerolda;Rentz;28.03.1921;Steigertstraße;64;64569;Nauheim;;;gerolda21@goggle-mail.none;01.05.1923
932;Herr;Heiner;Schmoll;;Im Bachberg;146;55568;Staudernheim;06751/88205286;0179/5660085;heiner_schmoll@inter-mail.none;24.07.2011
933;Herr;Dankmar;Welling;30.07.1938;Heinrich-Kuß-Ring;4;84155;Bodenkirchen;08745/74487555;0160/9311807;dankmar-welling@live-mail.none;29.11.2007
934;Herr;Ehrhardt;Stege;;Falkenberger Straße;53;31708;Ahnsen;05722/13717997;;estege@live-mail.none;28.03.2012
935;Frau;Irmhild;Krimmel;22.12.2003;Pfarrstraße;36a;19089;Göhren;;0177/7232171;irmhild-krimmel@company.none;20.02.2009
936;k.A.;Cornelius;Monz;;Dorstfelder Hellweg;97;54340;Longuich;06502/45194748;0175/8494971;cornelius-00@anymail.none;25.04.2015
937;Herr;Ferfried;Hartung;;Hülsebrockstraße;170;69118;Heidelberg;06221/42859627;0166/5581714;ferfried_89@open-mail.none;09.05.2008
938;Frau;Nike;Behrmann;;Am Stübel;104;86751;Merzingen;09088/5373623;0178/5450805;nikebehrmann@justmail.none;11.08.1932
939;Herr;Arkadius;Jänicke;;Friedrich-Wolf-Straße;42;56459;Guckheim;02663/22238914;0167/8064438;arkadius.jaenicke@domain.none;23.03.2011
940;Herr;Einhard;Bopp;;Weißenthurmer Straße;162;67308;Rüssingen;;0174/7867160;ebopp@company.none;20.01.1952
941;Herr;Hansfried;Geller;;Eichenallee;36;27339;Riede;04294/11005628;;hansfried-geller@validmail.none;11.08.1972
942;Herr;Wilmhard;Kohlhase;;Richard-Wagner-Straße;60;71706;Markgröningen;07145/22578853;0158/9066874;w-kohlhase@spam-mail.none;17.06.1991
943;Herr;Niklas;Langendorf;;Schafhorst;132;54673;Zweifelscheid;06564/64140096;;;14.04.1970
944;Frau;Erltrud;Stöver;;In den Lärchen;61;90542;Eckental;09126/47382336;;erltrud.stoever@mymail.none;02.08.1972
945;k.A.;Haymo;Stieglitz;;Ortenaustraße;88;60437;Frankfurt am Main;069/46004132;0161/5184725;haymo.stieglitz@xyz.none;20.02.2023
946;Herr;Harri;Zellner;;Kurt-Schumacher-Ring;172;95697;Nagel;;0157/9731001;harri_zellner@xyz.none;11.08.2004
947;Herr;Heinzwerner;Marshall;23.05.2007;Miesgesweg;112;28207;Bremen;0421/96647400;0170/5973796;h_marshall@kitty.none;28.08.2012
948;Frau;Theres;Molter;;Hubertustal;130;47509;Rheurdt;02845/17137013;0160/1677050;t.molter@goggle-mail.none;10.04.1976
949;k.A.;Lieselene;Jungbluth;;Am Zehntkeller;171;53520;Dümpelfeld;02691/37917541;0165/4624619;l.jungbluth@anymail.none;20.05.1985
950;Frau;Bettina;Streubel;23.02.1946;Görresstraße;117;19370;Parchim;03871/56507178;0174/4382387;b_streubel@web.none;28.02.1963
951;Frau;Heidelind;Geiler;;Lorkenhöhe;193;34396;Liebenau;;0171/4416308;heidelind.54@ultramail.none;06.08.2014
952;Herr;Hansfried;Gröschel;;Mühlenfeld;179;54614;Heisdorf;06551/36033481;;hansfried.groeschel@live-mail.none;19.12.1994
953;Frau;Vivien;Wilkins;;Hembergener Straße;28;55595;Wallhausen;;0171/4161969;vivien.16@trashmail.none;03.11.2008
954;Herr;York;Weiden;;Buchenhain;190;37627;Deensen;;;yorkweiden@funmail.none;04.03.2004
955;k.A.;Liborius;Stoiber;;Niemöllerstraße;131;17217;Groß Vielen;03962/80209069;0175/2115896;liborius.79@inter-mail.none;26.11.2020
956;k.A.;Thoralf;Wasser;22.03.2020;Joseph-Haydn-Straße;139;64404;Bickenbach;06257/3501168;0174/4430372;;02.03.2023
957;Herr;Freimuth;Sauer;29.07.2001;Weitefelder Straße;38;74931;Lobbach;06226/6080309;0164/4437588;f_sauer@trashmail.none;24.11.2007
958;Herr;Friedhardt;Schu;;Reichswaldstraße;157;57537;Hövels;02742/52631366;;friedhardt90@inter-mail.none;21.05.2017
959;Herr;Thiemo;Wohlgemuth;;Andreas-Hofer-Straße;41;12459;Treptow-Köpenick;;0156/9496104;;02.08.1993
960;Frau;Röschen;Langhans;;Pierer Straße;128;56332;Wolken;02607/52461213;0164/2196655;roeschen.langhans@company.none;30.04.2019
961;Frau;Heidegret;Zimmer;;Im Krautfeld;64;35466;Rabenau;;0167/7902563;heidegret.zimmer@goggle-mail.none;18.10.1993
962;Herr;Luis;Behncke;;Auf der Bach;92;56729;Hirten;;0153/4785323;luis-behncke@web.none;01.07.1998
963;Frau;Anneke;Cohen;;Ludewigstraße;25;80639;München;089/31532651;0156/6446005;anneke.cohen@validmail.none;21.11.1976
964;Herr;Joscha;Viertel;;Dorstener Straße;32;56825;Schmitt;02676/51545560;0167/7529854;joscha.93@justmail.none;01.01.2002
965;Frau;Annakatrin;Kaulfuß;21.08.1930;Kiesenbacher Straße;36;76707;Hambrücken;07255/41148140;;a_1930@spam-mail.none;01.07.1944
966;Herr;Erlfried;Osterloh;;Betzdorfer Straße;165;97508;Grettstadt;09729/58319942;0158/2554037;eosterloh@bestmail.none;04.02.2021
967;Frau;Lise;Offermann;27.08.1984;Truvenne;199;66500;Mauschbach;06338/19794232;0165/4134903;lise_offermann@mymail.none;13.02.2002
968;Frau;Myriam;Heger;15.10.1918;Heidenburgstraße;57;54310;Ralingen an der Sauer;06585/69901720;;myriam_heger@open-mail.none;31.12.1958
969;Herr;Raimond;Pietz;;Thürner Weg;136;67294;Stetten;06352/3486821;;raimond2023@company.none;13.03.2023
970;Frau;Elisabeth;Hauf;12.06.1903;Am Dornsbach;19;25712;Buchholz;04825/87865789;0172/8118834;elisabeth1903@trashmail.none;06.06.1962
971;Herr;Franzpeter;Schnurr;24.05.1924;Stöckhof;17;28327;Bremen;0421/3797445;;f.schnurr@net-mail.none;03.05.1944
972;k.A.;Conrad;Phelps;;Morthorststraße;50;55595;Spabrücken;0671/46989596;0151/5584734;conrad_phelps@open-mail.none;28.05.1998
973;k.A.;Willrich;Brüstle;;Germaniastraße;34;55595;Hüffelsheim;0671/4240447;0153/1514644;;06.05.1990
974;Frau;Waltrudis;Weißer;21.01.1933;Maarweg;185;67310;Hettenleidelheim;;0177/2865832;waltrudisweisser@justmail.none;03.03.1990
975;Frau;Kornelia;Schmidtke;;Auf dem Kampe;175;86735;Forheim;09081/11879243;0168/7800593;;25.05.2006
976;Frau;Dietgard;Jakobs;05.04.2008;Seeblickstraße;175;54617;Harspelt;06559/81136151;0155/8926529;dietgardjakobs@mymail.none;05.10.2014
977;Herr;Reinhart;Häßler;08.11.1918;Rottstiege;179;31195;Lamspringe;05183/89283598;0179/9163579;reinhart-haessler@spam-mail.none;11.06.1999
978;Frau;Wilhelma;Mäurer;;Ederstraße;25;60329;Frankfurt am Main;069/89702807;0161/5224013;wilhelma.maeurer@web.none;02.10.1984
979;Frau;Liesegret;Pfisterer;01.03.2008;Vinckestraße;58;28215;Bremen;0421/90218575;0159/4722595;liesegret_pfisterer@ultramail.none;02.09.2015
980;Frau;Marieke;Hasenbein;;Goldknopfgasse;38;50933;Köln;0221/18098637;;marieke_hasenbein@hoster.none;10.04.2002
981;Frau;Kassandra;Engelmann;;Kaperberg;183;84089;Aiglsbach;08753/6926157;0160/1208376;;06.06.1985
982;Frau;Lilo;Strohmaier;12.09.1937;Adenauer Straße;181;59939;Olsberg;02962/76189103;;lilo-strohmaier@private.none;15.05.1998
983;Frau;Wolfhilde;Wachter;;Jakobshof;97;29693;Ahlden;05164/95463464;0159/9750363;;10.01.1998
984;Herr;Jesse;Kist;;Zum Hahn;182;32760;Detmold;;0157/7202895;;04.08.2022
985;Frau;Mona;Messner;;Im Eichenpfädle;159;61449;Steinbach;06171/72228948;0155/9186827;m_1944@bestmail.none;08.05.1958
986;Frau;Cathleen;Wendrich;;Maulbeerallee;32;76593;Gernsbach;07224/58168457;0167/4088153;cathleen.1982@email.none;03.04.2009
987;Frau;Korinna;Bittermann;;Oberhausener Straße;42;73497;Tannhausen;07964/92206159;0175/4725800;korinnabittermann@goggle-mail.none;29.10.1983
988;Frau;Amy;Kukuk;29.04.1976;In den Buchen;28;67133;Maxdorf;06237/63016467;;a_kukuk@goggle-mail.none;08.10.1990
989;Herr;Medard;Martina;;Genkeler Straße;47;74076;Heilbronn;07131/14911284;0155/2632123;m_martina@funmail.none;07.05.2001
990;Frau;Eileen;Knoop;;Helmert;8;54636;Brecht;06527/30276684;0171/3697256;eileen_knoop@mymail.none;05.02.1940
991;Herr;Gerold;Kahrs;17.07.1910;Marktstraße;105;97355;Wiesenbronn;09325/8461836;;gerold_kahrs@bestmail.none;30.08.2021
992;Herr;Nikodemus;Musiol;;Paßstraße;96;39307;Genthin;03933/29664739;0165/7670583;nikodemus-musiol@private.none;28.06.2013
993;Herr;Ulwin;Wegner;;Altenberger Straße;94;66359;Bous;06834/62510783;;ulwin_1913@web.none;06.04.1920
994;Frau;Beate;Prigge;19.04.1966;Nonnenbacher Weg;180;54636;Seffern;06561/46285914;0174/6097877;bprigge@email.none;13.07.1983
995;Frau;Schwanhild;Drake;27.08.1977;Obere Stautenbergstraße;137;77933;Lahr;07821/2107874;;schwanhild.1977@mymail.none;26.10.1999
996;Frau;Finnja;Sontheimer;;Obertal;77;56736;Kottenheim;02651/15660148;0176/9521273;f.sontheimer@xyz.none;14.11.1993
997;Frau;Hannmeike;Schmidberger;;Katzwinkler Straße;140;25746;Lohe-Rickelshof;0481/51794897;0173/1770318;h_schmidberger@funmail.none;31.01.1990
998;Herr;Heidfried;Holzinger;09.11.1905;Peter-Klöckner-Straße;2;56869;Mastershausen;;0155/3608916;h.1905@bestmail.none;28.04.1936
